1
100000 100000
GHEGD 97.97% 26.49% 62.50%
GHEGE 58.49% 69.17% 26.63%
GHEGF 75.25% 27.89% 10.83%
GHEGG 18.52% 39.09% 36.77%
GHEGH 17.57% 87.20% 51.66%
GHEGI 27.02% 58.55% 91.94%
GHEGJ 57.71% 32.18% 79.17%
GHEHA 22.68% 47.18% 60.64%
GHEHB 37.09% 39.54% 49.31%
GHEHC 76.00% 7.74% 60.30%
GHEHD 13.27% 70.24% 61.74%
GHEHE 82.44% 7.66% 70.50%
GHEHF 21.11% 18.49% 28.98%
GHEHG 60.21% 66.05% 15.01%
GHEHH 47.40% 17.71% 33.53%
GHEHI 16.74% 20.43% 61.89%
GHEHJ 59.71% 99.60% 88.92%
GHEIA 6.89% 71.03% 57.41%
GHEIB 57.22% 20.33% 90.89%
GHEIC 64.97% 91.43% 27.97%
GHEID 45.99% 63.95% 14.76%
GHEIE 53.65% 34.44% 28.03%
GHEIF 72.15% 74.21% 21.26%
GHEIG 38.19% 0.00% 42.37%
GHEIH 66.69% 33.54% 13.36%
GHEII 87.13% 95.43% 71.56%
GHEIJ 86.72% 95.13% 88.30%
GHEJA 68.53% 63.33% 48.00%
GHEJB 88.87% 54.21% 54.89%
GHEJC 91.08% 92.97% 12.11%
GHEJD 55.02% 18.51% 87.87%
GHEJE 89.47% 46.55% 33.85%
GHEJF 74.46% 67.81% 87.51%
GHEJG 74.47% 20.96% 70.44%
GHEJH 18.79% 34.33% 19.41%
GHEJI 25.00% 5.88% 86.11%
GHEJJ 20.13% 4.96% 84.02%
GHFAA 94.25% 52.96% 81.52%
GHFAB 48.45% 18.64% 50.05%
GHFAC 52.20% 41.54% 38.91%
GHFAD 70.72% 29.40% 29.98%
GHFAE 17.26% 74.04% 95.79%
GHFAF 95.86% 72.33% 96.04%
GHFAG 27.60% 42.76% 70.50%
GHFAH 61.93% 62.18% 44.96%
GHFAI 78.60% 59.07% 63.75%
GHFAJ 94.35% 43.08% 88.75%
GHFBA 58.10% 24.59% 19.66%
GHFBB 76.74% 85.43% 13.90%
GHFBC 29.06% 35.12% 73.14%
GHFBD 69.25% 75.89% 25.34%
GHFBE 43.28% 71.68% 96.06%
GHFBF 15.61% 67.71% 24.10%
GHFBG 69.16% 38.20% 19.95%
GHFBH 42.12% 93.95% 58.34%
GHFBI 1.18% 57.69% 31.06%
GHFBJ 55.05% 46.44% 20.44%
GHFCA 90.44% 76.89% 14.79%
GHFCB 75.86% 90.80% 72.89%
GHFCC 10.98% 63.93% 49.62%
GHFCD 86.87% 89.27% 89.47%
GHFCE 69.33% 96.11% 58.71%
GHFCF 37.04% 20.20% 1.98%
GHFCG 86.03% 50.94% 28.38%
GHFCH 79.98% 9.28% 97.55%
GHFCI 48.45% 51.13% 50.45%
GHFCJ 5.67% 71.57% 51.64%
GHFDA 82.57% 86.36% 17.47%
GHFDB 73.36% 59.24% 7.90%
GHFDC 48.07% 19.64% 94.56%
GHFDD 48.13% 19.89% 5.53%
GHFDE 44.23% 78.60% 3.18%
GHFDF 75.23% 80.59% 83.31%
GHFDG 36.95% 19.75% 20.34%
GHFDH 57.02% 28.08% 17.15%
GHFDI 8.14% 78.54% 7.91%
GHFDJ 79.72% 40.96% 56.37%
GHFEA 76.86% 58.43% 62.04%
GHFEB 36.10% 77.13% 44.60%
GHFEC 66.53% 71.68% 28.74%
GHFED 86.43% 88.00% 87.61%
GHFEE 75.81% 1.96% 35.73%
GHFEF 56.39% 85.27% 90.75%
GHFEG 86.94% 16.39% 76.76%
GHFEH 15.01% 33.55% 13.71%
GHFEI 93.55% 41.46% 70.73%
GHFEJ 34.50% 8.61% 89.67%
GHFFA 3.72% 70.66% 69.38%
GHFFB 80.85% 26.04% 46.23%
GHFFC 52.52% 65.58% 93.12%
GHFFD 40.51% 53.18% 70.44%
GHFFE 42.47% 88.91% 67.65%
GHFFF 38.53% 90.44% 43.45%
GHFFG 54.92% 67.20% 10.63%
GHFFH 99.26% 91.70% 97.57%
GHFFI 51.51% 62.42% 12.57%
GHFFJ 60.12% 52.08% 6.12%
GHFGA 41.56% 32.24% 51.41%
GHFGB 67.61% 78.48% 55.13%
GHFGC 43.97% 82.38% 35.97%
GHFGD 97.15% 52.81% 99.28%
GHFGE 96.84% 31.24% 50.57%
GHFGF 87.27% 74.70% 3.83%
GHFGG 54.46% 85.33% 42.36%
GHFGH 46.15% 82.89% 97.28%
GHFGI 19.36% 6.24% 7.32%
GHFGJ 82.23% 23.15% 58.83%
GHFHA 25.26% 74.57% 18.94%
GHFHB 3.73% 40.48% 71.30%
GHFHC 96.90% 87.25% 49.69%
GHFHD 60.50% 86.52% 93.66%
GHFHE 91.74% 37.09% 90.80%
GHFHF 66.43% 40.92% 87.63%
GHFHG 62.54% 94.07% 74.89%
GHFHH 56.21% 2.12% 40.14%
GHFHI 62.46% 9.44% 97.08%
GHFHJ 85.61% 68.27% 27.22%
GHFIA 60.17% 98.01% 9.45%
GHFIB 11.44% 69.30% 34.71%
GHFIC 98.69% 18.98% 49.23%
GHFID 85.20% 12.63% 56.91%
GHFIE 33.07% 3.42% 17.40%
GHFIF 84.78% 1.83% 9.14%
GHFIG 78.84% 76.72% 86.36%
GHFIH 80.97% 27.64% 59.69%
GHFII 90.41% 24.72% 15.89%
GHFIJ 58.68% 51.94% 78.35%
GHFJA 67.47% 72.18% 63.96%
GHFJB 36.76% 17.67% 34.91%
GHFJC 66.53% 77.69% 57.14%
GHFJD 79.16% 34.60% 55.82%
GHFJE 93.37% 52.00% 51.81%
GHFJF 95.20% 71.93% 84.88%
GHFJG 82.70% 69.08% 69.66%
GHFJH 10.34% 28.76% 59.28%
GHFJI 45.85% 44.65% 40.24%
GHFJJ 8.57% 33.79% 30.65%
GHGAA 80.76% 8.53% 0.11%
GHGAB 9.21% 54.23% 78.37%
GHGAC 86.91% 11.37% 15.12%
GHGAD 21.50% 77.98% 81.65%
GHGAE 84.29% 29.78% 71.59%
GHGAF 67.01% 14.66% 64.95%
GHGAG 46.87% 95.11% 70.93%
GHGAH 75.63% 54.38% 53.62%
GHGAI 31.06% 5.41% 74.75%
GHGAJ 64.85% 46.85% 20.59%
GHGBA 84.17% 46.96% 39.96%
GHGBB 38.40% 25.32% 20.71%
GHGBC 60.56% 51.23% 40.71%
GHGBD 38.53% 43.66% 27.61%
GHGBE 68.32% 15.24% 59.90%
GHGBF 93.77% 80.19% 54.98%
GHGBG 99.66% 61.90% 32.77%
GHGBH 54.03% 15.51% 79.64%
GHGBI 70.23% 1.05% 55.26%
GHGBJ 17.07% 21.64% 97.11%
GHGCA 74.82% 61.60% 61.96%
GHGCB 10.92% 93.10% 46.12%
GHGCC 62.15% 44.60% 95.31%
GHGCD 5.80% 72.21% 55.86%
GHGCE 31.83% 42.90% 5.18%
GHGCF 12.01% 97.88% 73.50%
GHGCG 84.70% 30.64% 78.05%
GHGCH 0.21% 21.06% 77.70%
GHGCI 1.26% 76.32% 42.51%
GHGCJ 33.69% 73.42% 12.74%
GHGDA 6.08% 46.16% 29.81%
GHGDB 9.96% 3.07% 15.42%
GHGDC 54.56% 9.16% 26.34%
GHGDD 37.56% 65.03% 88.50%
GHGDE 80.46% 70.21% 5.08%
GHGDF 89.12% 54.49% 36.92%
GHGDG 30.54% 43.32% 59.72%
GHGDH 51.60% 31.80% 44.42%
GHGDI 38.70% 74.31% 55.42%
GHGDJ 22.90% 97.84% 67.47%
GHGEA 69.07% 38.44% 11.94%
GHGEB 82.93% 53.86% 18.02%
GHGEC 92.09% 80.20% 38.78%
GHGED 57.11% 79.48% 93.34%
GHGEE 38.10% 95.36% 30.89%
GHGEF 3.37% 32.27% 22.13%
GHGEG 46.69% 2.77% 22.03%
GHGEH 78.49% 57.98% 52.57%
GHGEI 63.59% 13.39% 14.95%
GHGEJ 72.21% 91.65% 53.65%
GHGFA 21.43% 3.59% 76.56%
GHGFB 86.08% 21.61% 56.41%
GHGFC 77.07% 60.39% 39.33%
GHGFD 56.54% 64.52% 31.41%
GHGFE 62.68% 6.19% 99.32%
GHGFF 5.73% 28.33% 48.20%
GHGFG 8.51% 50.36% 51.58%
GHGFH 77.28% 13.72% 9.05%
GHGFI 1.46% 28.67% 98.34%
GHGFJ 93.11% 93.12% 72.71%
GHGGA 96.70% 69.67% 55.70%
GHGGB 29.10% 36.86% 77.14%
GHGGC 0.27% 76.19% 74.00%
GHGGD 64.79% 18.38% 51.06%
GHGGE 81.78% 17.69% 18.39%
GHGGF 10.10% 76.69% 81.07%
GHGGG 71.25% 28.26% 86.81%
GHGGH 95.76% 48.10% 6.10%
GHGGI 24.43% 57.22% 83.38%
GHGGJ 17.54% 40.71% 84.84%
GHGHA 98.00% 96.42% 77.95%
GHGHB 34.85% 84.34% 85.43%
GHGHC 21.82% 58.33% 14.52%
GHGHD 40.20% 9.39% 25.59%
GHGHE 68.69% 38.57% 90.38%
GHGHF 45.37% 19.63% 82.94%
GHGHG 84.42% 17.22% 3.82%
GHGHH 43.30% 23.32% 75.08%
GHGHI 0.52% 17.49% 70.83%
GHGHJ 52.02% 13.11% 6.04%
GHGIA 48.43% 1.84% 34.37%
GHGIB 43.55% 87.28% 32.36%
GHGIC 12.67% 12.58% 78.00%
GHGID 32.85% 38.17% 10.60%
GHGIE 71.42% 39.34% 50.81%
GHGIF 91.05% 22.27% 19.49%
GHGIG 19.06% 26.10% 75.65%
GHGIH 42.38% 11.96% 60.06%
GHGII 70.66% 93.58% 3.35%
GHGIJ 83.78% 99.63% 14.66%
GHGJA 85.62% 33.99% 66.69%
GHGJB 72.89% 77.15% 25.90%
GHGJC 96.27% 65.93% 69.46%
GHGJD 34.43% 76.54% 92.92%
GHGJE 73.77% 38.13% 25.76%
GHGJF 6.83% 68.41% 97.18%
GHGJG 32.93% 44.05% 99.01%
GHGJH 55.68% 4.10% 28.85%
GHGJI 49.25% 18.24% 82.03%
GHGJJ 48.87% 32.91% 52.68%
GHHAA 93.66% 99.60% 36.45%
GHHAB 70.80% 36.28% 32.86%
GHHAC 47.51% 5.73% 16.53%
GHHAD 24.04% 9.43% 12.79%
GHHAE 62.17% 35.19% 47.23%
GHHAF 30.57% 43.15% 31.78%
GHHAG 85.41% 52.95% 38.61%
GHHAH 0.29% 81.80% 82.33%
GHHAI 18.54% 63.82% 38.00%
GHHAJ 51.45% 27.29% 87.26%
GHHBA 61.83% 74.53% 46.91%
GHHBB 98.11% 7.38% 40.56%
GHHBC 14.63% 34.71% 22.14%
GHHBD 24.06% 47.50% 80.45%
GHHBE 70.05% 5.51% 4.48%
GHHBF 23.98% 37.30% 77.45%
GHHBG 76.93% 86.70% 18.80%
GHHBH 69.52% 69.03% 4.21%
GHHBI 44.12% 17.81% 4.50%
GHHBJ 71.41% 5.06% 33.83%
GHHCA 56.73% 62.77% 85.28%
GHHCB 64.11% 14.11% 57.89%
GHHCC 98.82% 36.26% 56.00%
GHHCD 57.11% 16.70% 81.42%
GHHCE 62.62% 31.97% 5.47%
GHHCF 10.70% 20.20% 86.31%
GHHCG 8.19% 39.01% 10.29%
GHHCH 88.01% 54.01% 98.01%
GHHCI 5.81% 69.30% 67.52%
GHHCJ 21.67% 3.13% 11.64%
GHHDA 84.44% 99.20% 93.84%
GHHDB 98.55% 67.88% 50.56%
GHHDC 45.59% 23.87% 25.46%
GHHDD 73.08% 5.28% 35.06%
GHHDE 15.84% 21.54% 2.95%
GHHDF 36.04% 7.85% 76.37%
GHHDG 85.84% 28.93% 87.07%
GHHDH 39.84% 26.93% 6.04%
GHHDI 19.93% 94.46% 94.05%
GHHDJ 33.85% 16.88% 99.87%
GHHEA 43.83% 21.50% 32.32%
GHHEB 11.70% 82.86% 16.75%
GHHEC 46.36% 8.31% 26.08%
GHHED 51.64% 54.16% 82.47%
GHHEE 83.98% 57.12% 55.54%
GHHEF 2.61% 33.48% 71.38%
GHHEG 31.54% 31.33% 18.21%
GHHEH 58.47% 37.38% 4.04%
GHHEI 63.71% 31.42% 54.68%
GHHEJ 91.38% 42.07% 74.61%
GHHFA 12.88% 74.39% 19.24%
GHHFB 95.74% 1.92% 63.07%
GHHFC 14.83% 38.80% 74.78%
GHHFD 68.99% 21.26% 31.92%
GHHFE 36.89% 87.59% 94.36%
GHHFF 70.37% 69.76% 78.33%
GHHFG 12.49% 87.97% 91.73%
GHHFH 49.87% 2.79% 23.26%
GHHFI 92.08% 57.47% 92.52%
GHHFJ 34.15% 42.86% 67.02%
GHHGA 19.32% 62.10% 58.39%
GHHGB 32.04% 25.17% 71.27%
GHHGC 70.84% 10.73% 77.79%
GHHGD 2.88% 42.65% 92.62%
GHHGE 90.47% 37.00% 72.40%
GHHGF 71.01% 26.11% 9.28%
GHHGG 69.76% 17.83% 90.45%
GHHGH 72.56% 51.88% 2.93%
GHHGI 30.02% 44.40% 63.59%
GHHGJ 83.68% 11.41% 55.66%
GHHHA 45.77% 80.59% 0.59%
GHHHB 81.73% 51.86% 30.71%
GHHHC 3.24% 40.43% 62.75%
GHHHD 56.69% 43.84% 33.58%
GHHHE 4.47% 27.02% 36.46%
GHHHF 30.59% 47.09% 37.71%
GHHHG 59.21% 37.53% 8.72%
GHHHH 11.09% 51.25% 89.27%
GHHHI 66.28% 25.62% 61.82%
GHHHJ 77.69% 92.08% 2.63%
GHHIA 69.06% 3.45% 86.31%
GHHIB 31.70% 34.16% 32.07%
GHHIC 72.14% 96.91% 24.59%
GHHID 15.97% 41.27% 27.83%
GHHIE 42.99% 88.52% 84.52%
GHHIF 0.86% 26.23% 89.00%
GHHIG 38.40% 45.74% 30.37%
GHHIH 0.43% 35.00% 89.58%
GHHII 36.85% 7.61% 0.66%
GHHIJ 28.92% 10.24% 66.94%
GHHJA 32.37% 96.55% 55.41%
GHHJB 66.54% 39.40% 24.47%
GHHJC 74.23% 63.99% 56.17%
GHHJD 15.50% 2.61% 39.09%
GHHJE 4.01% 97.92% 65.85%
GHHJF 30.24% 86.91% 19.62%
GHHJG 86.77% 17.27% 20.49%
GHHJH 32.56% 17.64% 58.89%
GHHJI 40.17% 18.30% 70.11%
GHHJJ 50.41% 96.04% 6.95%
GHIAA 57.74% 51.44% 35.87%
GHIAB 7.92% 86.70% 79.04%
GHIAC 82.71% 53.66% 56.36%
GHIAD 85.32% 92.75% 30.58%
GHIAE 83.23% 58.60% 46.08%
GHIAF 80.93% 78.22% 50.10%
GHIAG 8.98% 98.71% 91.13%
GHIAH 26.62% 68.38% 77.90%
GHIAI 44.93% 38.49% 21.24%
GHIAJ 51.75% 56.23% 61.41%
GHIBA 13.97% 2.89% 22.60%
GHIBB 0.67% 81.93% 80.34%
GHIBC 54.33% 38.28% 88.26%
GHIBD 57.86% 68.86% 70.96%
GHIBE 16.45% 25.73% 67.06%
GHIBF 5.46% 75.83% 50.29%
GHIBG 4.16% 77.74% 42.00%
GHIBH 72.55% 66.42% 50.98%
GHIBI 21.82% 87.66% 77.61%
GHIBJ 88.84% 59.85% 33.32%
GHICA 91.73% 82.45% 85.07%
GHICB 84.44% 62.78% 99.04%
GHICC 33.50% 61.83% 10.49%
GHICD 13.15% 43.57% 75.61%
GHICE 38.88% 21.42% 33.47%
GHICF 25.49% 71.71% 60.71%
GHICG 3.22% 24.49% 66.17%
GHICH 80.44% 75.47% 81.13%
GHICI 78.88% 53.07% 64.46%
GHICJ 38.73% 86.39% 86.28%
GHIDA 21.17% 82.24% 85.90%
GHIDB 94.75% 92.07% 77.63%
GHIDC 56.57% 2.55% 62.06%
GHIDD 10.92% 88.96% 6.35%
GHIDE 32.34% 22.42% 19.50%
GHIDF 14.83% 93.92% 58.38%
GHIDG 39.32% 60.09% 94.66%
GHIDH 14.79% 41.21% 8.66%
GHIDI 78.65% 5.66% 89.10%
GHIDJ 75.83% 2.72% 67.98%
GHIEA 58.06% 88.62% 6.70%
GHIEB 50.12% 77.03% 38.66%
GHIEC 63.47% 49.88% 33.40%
GHIED 52.42% 56.23% 89.97%
GHIEE 85.63% 75.73% 11.68%
GHIEF 79.54% 44.89% 44.02%
GHIEG 50.41% 39.54% 69.65%
GHIEH 91.62% 58.99% 8.96%
GHIEI 8.06% 48.09% 34.54%
GHIEJ 21.57% 26.85% 13.19%
GHIFA 20.98% 44.34% 89.02%
GHIFB 98.01% 83.00% 57.86%
GHIFC 58.67% 27.19% 18.77%
GHIFD 14.89% 17.15% 82.24%
GHIFE 1.40% 39.62% 45.44%
GHIFF 57.08% 83.65% 31.06%
GHIFG 96.62% 53.29% 10.59%
GHIFH 66.40% 73.04% 61.01%
GHIFI 25.27% 7.58% 63.41%
GHIFJ 62.91% 31.56% 82.27%
GHIGA 7.24% 31.36% 14.62%
GHIGB 1.02% 89.22% 35.60%
GHIGC 28.21% 18.77% 44.40%
GHIGD 56.16% 1.00% 3.06%
GHIGE 95.78% 57.23% 28.75%
GHIGF 90.21% 88.29% 40.94%
GHIGG 54.28% 9.67% 98.03%
GHIGH 27.32% 81.47% 5.42%
GHIGI 45.69% 55.66% 71.82%
GHIGJ 77.25% 48.71% 97.09%
GHIHA 8.60% 63.34% 59.99%
GHIHB 8.60% 9.72% 78.02%
GHIHC 27.38% 64.91% 79.05%
GHIHD 39.17% 78.77% 18.04%
GHIHE 96.41% 18.30% 74.20%
GHIHF 95.48% 59.24% 80.77%
GHIHG 15.93% 57.26% 81.76%
GHIHH 8.18% 62.69% 36.04%
GHIHI 74.64% 34.50% 74.15%
GHIHJ 23.34% 42.38% 30.62%
GHIIA 97.47% 2.36% 7.86%
GHIIB 7.19% 80.39% 27.25%
GHIIC 82.89% 70.22% 46.64%
GHIID 72.44% 88.26% 74.02%
GHIIE 90.74% 73.25% 13.19%
GHIIF 49.98% 64.80% 20.38%
GHIIG 7.23% 46.55% 26.64%
GHIIH 80.71% 93.38% 42.58%
GHIII 15.21% 67.52% 61.55%
GHIIJ 57.59% 98.14% 36.18%
GHIJA 70.74% 16.78% 59.53%
GHIJB 51.12% 54.82% 56.99%
GHIJC 32.12% 1.46% 74.97%
GHIJD 31.17% 86.27% 68.65%
GHIJE 4.41% 99.46% 41.08%
GHIJF 80.00% 30.62% 31.82%
GHIJG 26.54% 57.27% 81.80%
GHIJH 19.92% 10.63% 99.82%
GHIJI 98.23% 72.18% 80.53%
GHIJJ 7.15% 8.36% 6.52%
GHJAA 23.93% 67.89% 64.11%
GHJAB 89.55% 35.66% 45.63%
GHJAC 91.01% 21.42% 96.76%
GHJAD 77.27% 90.07% 28.87%
GHJAE 87.52% 31.14% 70.83%
GHJAF 28.92% 73.75% 75.24%
GHJAG 96.98% 66.33% 55.23%
GHJAH 7.60% 76.94% 92.57%
GHJAI 90.58% 57.46% 23.27%
GHJAJ 98.94% 74.77% 21.49%
GHJBA 77.61% 49.66% 39.43%
GHJBB 24.05% 95.29% 74.16%
GHJBC 45.47% 2.82% 63.70%
GHJBD 46.32% 31.70% 65.49%
GHJBE 88.26% 13.31% 53.54%
GHJBF 62.00% 88.56% 51.84%
GHJBG 39.12% 54.57% 80.77%
GHJBH 16.05% 57.92% 77.74%
GHJBI 84.30% 81.19% 96.14%
GHJBJ 59.06% 13.47% 86.71%
GHJCA 8.71% 52.90% 96.43%
GHJCB 14.78% 27.05% 74.03%
GHJCC 17.61% 90.75% 8.86%
GHJCD 60.10% 67.02% 65.13%
GHJCE 73.41% 20.56% 11.44%
GHJCF 72.75% 72.40% 99.70%
GHJCG 27.32% 63.95% 72.49%
GHJCH 96.03% 52.48% 11.60%
GHJCI 77.22% 48.61% 38.44%
GHJCJ 1.47% 46.10% 22.73%
GHJDA 54.37% 42.52% 92.58%
GHJDB 92.22% 27.33% 12.07%
GHJDC 82.96% 36.19% 26.85%
GHJDD 60.77% 1.31% 55.25%
GHJDE 81.33% 23.55% 15.34%
GHJDF 64.51% 34.03% 88.76%
GHJDG 28.46% 6.51% 61.50%
GHJDH 80.94% 28.90% 99.61%
GHJDI 40.33% 78.13% 95.64%
GHJDJ 86.43% 11.64% 83.64%
GHJEA 39.73% 4.21% 85.11%
GHJEB 67.06% 27.07% 39.47%
GHJEC 14.03% 64.72% 42.47%
GHJED 26.14% 19.96% 36.22%
GHJEE 60.48% 35.31% 96.99%
GHJEF 94.51% 34.85% 78.31%
GHJEG 11.81% 7.13% 53.60%
GHJEH 40.71% 6.74% 82.06%
GHJEI 29.63% 13.16% 73.78%
GHJEJ 41.27% 96.80% 14.10%
GHJFA 56.28% 81.90% 11.31%
GHJFB 83.35% 32.15% 51.04%
GHJFC 58.85% 74.63% 28.88%
GHJFD 78.82% 10.84% 53.71%
GHJFE 24.91% 18.61% 90.64%
GHJFF 70.55% 7.70% 51.11%
GHJFG 77.68% 61.30% 56.40%
GHJFH 95.21% 54.15% 68.21%
GHJFI 8.36% 27.92% 8.92%
GHJFJ 5.15% 52.82% 38.55%
GHJGA 97.84% 74.92% 90.61%
GHJGB 40.78% 25.96% 46.88%
GHJGC 26.19% 65.63% 41.02%
GHJGD 47.82% 30.12% 99.87%
GHJGE 66.43% 31.54% 78.68%
GHJGF 74.13% 93.44% 14.37%
GHJGG 35.42% 49.84% 84.92%
GHJGH 89.57% 18.04% 73.39%
GHJGI 28.28% 37.75% 68.59%
GHJGJ 81.10% 87.09% 76.96%
GHJHA 56.01% 77.70% 92.90%
GHJHB 92.76% 24.57% 1.52%
GHJHC 69.18% 65.59% 53.09%
GHJHD 10.08% 65.46% 79.28%
GHJHE 41.63% 54.92% 27.09%
GHJHF 35.06% 80.09% 4.30%
GHJHG 84.90% 75.79% 78.43%
GHJHH 13.73% 49.17% 24.63%
GHJHI 51.48% 17.76% 14.20%
GHJHJ 38.57% 5.50% 42.48%
GHJIA 16.26% 9.18% 34.36%
GHJIB 51.62% 10.70% 1.15%
GHJIC 28.00% 74.58% 93.92%
GHJID 4.24% 53.85% 73.88%
GHJIE 69.95% 91.73% 83.96%
GHJIF 50.03% 96.03% 25.58%
GHJIG 25.82% 74.45% 71.44%
GHJIH 74.99% 9.87% 67.12%
GHJII 3.53% 24.07% 80.85%
GHJIJ 19.82% 77.34% 32.33%
GHJJA 29.01% 22.48% 81.69%
GHJJB 50.50% 23.63% 8.73%
GHJJC 25.08% 28.33% 71.14%
GHJJD 89.72% 2.20% 99.14%
GHJJE 81.45% 86.17% 3.37%
GHJJF 88.26% 22.53% 73.33%
GHJJG 62.71% 93.97% 34.14%
GHJJH 83.37% 71.88% 59.96%
GHJJI 7.43% 52.72% 45.74%
GHJJJ 95.56% 95.84% 60.06%
GIAAA 18.03% 88.31% 79.89%
GIAAB 52.45% 97.04% 8.89%
GIAAC 80.79% 68.18% 70.18%
GIAAD 82.99% 78.10% 6.04%
GIAAE 79.94% 81.48% 95.77%
GIAAF 2.47% 65.59% 77.21%
GIAAG 7.22% 99.73% 65.46%
GIAAH 79.10% 70.48% 38.95%
GIAAI 42.61% 27.00% 22.31%
GIAAJ 49.23% 87.06% 40.53%
GIABA 37.54% 66.94% 46.87%
GIABB 45.36% 86.62% 75.69%
GIABC 13.53% 56.80% 28.14%
GIABD 91.64% 73.63% 19.71%
GIABE 83.90% 69.39% 2.69%
GIABF 60.27% 57.38% 93.43%
GIABG 70.78% 33.63% 95.90%
GIABH 41.25% 83.37% 13.90%
GIABI 68.25% 16.47% 93.01%
GIABJ 66.10% 57.00% 46.40%
GIACA 33.03% 14.66% 6.41%
GIACB 30.44% 1.13% 43.95%
GIACC 98.03% 29.27% 89.32%
GIACD 71.65% 59.77% 13.63%
GIACE 41.04% 73.26% 16.05%
GIACF 9.20% 66.68% 99.95%
GIACG 42.83% 62.57% 60.21%
GIACH 26.20% 87.26% 30.99%
GIACI 42.67% 91.05% 83.03%
GIACJ 10.45% 37.44% 62.07%
GIADA 25.11% 43.86% 28.16%
GIADB 26.25% 98.60% 71.98%
GIADC 66.31% 98.70% 13.20%
GIADD 36.87% 12.33% 11.22%
GIADE 10.12% 39.17% 93.67%
GIADF 76.80% 39.12% 45.49%
GIADG 50.15% 10.11% 54.69%
GIADH 37.40% 51.89% 97.53%
GIADI 28.45% 45.71% 23.72%
GIADJ 76.68% 18.56% 77.18%
GIAEA 31.32% 57.51% 87.63%
GIAEB 29.92% 29.48% 23.53%
GIAEC 28.61% 53.48% 60.57%
GIAED 51.73% 75.49% 37.66%
GIAEE 90.91% 69.15% 74.53%
GIAEF 40.81% 14.63% 95.44%
GIAEG 61.71% 69.33% 83.02%
GIAEH 13.60% 77.64% 33.16%
GIAEI 70.10% 1.35% 81.36%
GIAEJ 88.66% 78.53% 20.59%
GIAFA 46.16% 76.94% 8.05%
GIAFB 86.43% 0.46% 39.38%
GIAFC 39.90% 61.03% 80.09%
GIAFD 15.39% 9.48% 19.48%
GIAFE 95.33% 94.80% 71.22%
GIAFF 20.75% 90.24% 72.91%
GIAFG 90.08% 73.25% 13.71%
GIAFH 67.71% 17.20% 75.42%
GIAFI 79.85% 98.56% 99.81%
GIAFJ 69.16% 29.93% 69.90%
GIAGA 46.09% 37.98% 58.55%
GIAGB 57.35% 88.15% 15.49%
GIAGC 29.16% 68.23% 1.92%
GIAGD 38.64% 87.72% 41.82%
GIAGE 33.44% 69.72% 68.00%
GIAGF 23.67% 42.62% 74.12%
GIAGG 7.70% 56.33% 94.87%
GIAGH 24.90% 42.53% 95.73%
GIAGI 34.24% 53.13% 74.22%
GIAGJ 64.17% 23.02% 54.06%
GIAHA 12.94% 92.37% 34.00%
GIAHB 11.87% 7.85% 80.09%
GIAHC 80.11% 9.77% 37.43%
GIAHD 78.61% 62.39% 66.60%
GIAHE 48.32% 41.17% 16.02%
GIAHF 90.94% 26.07% 49.46%
GIAHG 58.05% 20.93% 83.92%
GIAHH 11.36% 27.44% 91.63%
GIAHI 64.49% 1.65% 27.31%
GIAHJ 98.31% 66.50% 61.56%
GIAIA 1.45% 0.49% 36.51%
GIAIB 9.30% 91.38% 60.24%
GIAIC 29.87% 39.59% 72.12%
GIAID 3.04% 16.97% 52.22%
GIAIE 55.00% 33.00% 41.61%
GIAIF 81.08% 93.25% 89.93%
GIAIG 12.79% 87.96% 91.65%
GIAIH 40.24% 90.37% 60.48%
GIAII 52.68% 17.67% 71.84%
GIAIJ 19.18% 79.23% 47.12%
GIAJA 30.46% 15.74% 45.42%
GIAJB 32.62% 75.98% 46.87%
GIAJC 72.22% 48.09% 66.96%
GIAJD 99.98% 11.09% 7.61%
GIAJE 43.76% 52.70% 10.65%
GIAJF 37.01% 53.41% 76.45%
GIAJG 35.75% 45.05% 57.52%
GIAJH 26.11% 16.31% 70.31%
GIAJI 43.78% 88.16% 21.33%
GIAJJ 33.80% 46.06% 74.02%
GIBAA 60.33% 2.26% 3.98%
GIBAB 36.30% 49.13% 45.23%
GIBAC 95.19% 26.87% 77.86%
GIBAD 17.06% 34.49% 60.86%
GIBAE 80.56% 55.93% 60.83%
GIBAF 33.96% 32.37% 4.59%
GIBAG 89.81% 0.67% 52.39%
GIBAH 6.11% 70.99% 88.14%
GIBAI 5.05% 3.10% 25.03%
GIBAJ 51.11% 77.12% 68.81%
GIBBA 53.37% 91.89% 13.39%
GIBBB 13.28% 37.12% 73.72%
GIBBC 50.95% 25.76% 20.81%
GIBBD 96.23% 86.62% 26.78%
GIBBE 52.15% 47.44% 43.84%
GIBBF 95.32% 62.82% 35.18%
GIBBG 95.99% 25.99% 79.94%
GIBBH 66.97% 14.12% 69.74%
GIBBI 80.87% 49.94% 86.64%
GIBBJ 57.98% 18.75% 2.48%
GIBCA 49.87% 42.93% 64.38%
GIBCB 97.78% 16.65% 17.75%
GIBCC 23.53% 37.46% 41.82%
GIBCD 10.14% 64.24% 92.77%
GIBCE 68.37% 18.86% 88.99%
GIBCF 41.98% 64.84% 51.93%
GIBCG 67.97% 44.77% 47.24%
GIBCH 92.89% 25.29% 43.22%
GIBCI 42.82% 22.71% 20.98%
